claim,query,title,authors,venue,date,cited_by,doi,eid,type,abstract
A4_benchmark_variance_ml,"TITLE-ABS-KEY((""benchmark"" OR ""evaluation"") AND (""variance"" OR ""variability"") AND (""machine learning"") AND (""reporting"" OR ""protocol"" OR ""protocols""))",ProsthetiX-AI: An LLM-based clinical decision support system for evidence-based prosthetic recommendations,Kumar V.,Health Information Science and Systems,2026-12-01,0,10.1007/s13755-026-00454-x,2-s2.0-105036036571,Article,
A4_benchmark_variance_ml,"TITLE-ABS-KEY((""benchmark"" OR ""evaluation"") AND (""variance"" OR ""variability"") AND (""machine learning"") AND (""reporting"" OR ""protocol"" OR ""protocols""))",How quantum-chemical geometry optimization level affects classical 3D descriptors and QSAR performance: a comparative study,Li J.,Journal of Cheminformatics,2026-12-01,1,10.1186/s13321-026-01166-w,2-s2.0-105035076530,Article,
A4_benchmark_variance_ml,"TITLE-ABS-KEY((""benchmark"" OR ""evaluation"") AND (""variance"" OR ""variability"") AND (""machine learning"") AND (""reporting"" OR ""protocol"" OR ""protocols""))",Quantum-enhanced hybrid-model compression using knowledge distillation,Barbato L.,Quantum Machine Intelligence,2026-12-01,0,10.1007/s42484-026-00431-3,2-s2.0-105049489548,Article,
A4_benchmark_variance_ml,"TITLE-ABS-KEY((""benchmark"" OR ""evaluation"") AND (""variance"" OR ""variability"") AND (""machine learning"") AND (""reporting"" OR ""protocol"" OR ""protocols""))",Comparative evaluation of AI algorithms for dermoscopic image analysis in skin disease diagnosis: a systematic review of model accuracy and methodological heterogeneity,Ahmed A.,Archives of Dermatological Research,2026-12-01,1,10.1007/s00403-025-04458-7,2-s2.0-105028970254,Review,
A4_benchmark_variance_ml,"TITLE-ABS-KEY((""benchmark"" OR ""evaluation"") AND (""variance"" OR ""variability"") AND (""machine learning"") AND (""reporting"" OR ""protocol"" OR ""protocols""))",Machine learning model predicts acute kidney injury in pediatric patients after cardiac surgery: a systematic review and meta-analysis,Fan X.,BMC Nephrology,2026-12-01,0,10.1186/s12882-026-05037-2,2-s2.0-105043779632,Article,
A4_benchmark_variance_ml,"TITLE-ABS-KEY((""benchmark"" OR ""evaluation"") AND (""variance"" OR ""variability"") AND (""machine learning"") AND (""reporting"" OR ""protocol"" OR ""protocols""))",Hybrid knowledge- and data-driven modelling for robust spike detection and sorting in human C-fiber microneurography,Troglio A.,Scientific Reports,2026-12-01,0,10.1038/s41598-026-41561-9,2-s2.0-105033510302,Article,
A4_benchmark_variance_ml,"TITLE-ABS-KEY((""benchmark"" OR ""evaluation"") AND (""variance"" OR ""variability"") AND (""machine learning"") AND (""reporting"" OR ""protocol"" OR ""protocols""))","Home-based eye tracking for early autism screening: a scoping review of approaches, evidence, and implementation challenges",Elkhodiry A.A.,BMC Psychiatry,2026-12-01,0,10.1186/s12888-026-08255-y,2-s2.0-105047219154,Review,
A4_benchmark_variance_ml,"TITLE-ABS-KEY((""benchmark"" OR ""evaluation"") AND (""variance"" OR ""variability"") AND (""machine learning"") AND (""reporting"" OR ""protocol"" OR ""protocols""))",Are diagnostic technologies for alzheimer’s disease and dementia cost-effective? A systematic review of economic evaluations,Kashem M.,Alzheimer S Research and Therapy,2026-12-01,0,10.1186/s13195-025-01933-1,2-s2.0-105029449959,Review,
A4_benchmark_variance_ml,"TITLE-ABS-KEY((""benchmark"" OR ""evaluation"") AND (""variance"" OR ""variability"") AND (""machine learning"") AND (""reporting"" OR ""protocol"" OR ""protocols""))",Performance of large language models for extracting clinical data from breast cancer pathology reports: a systematic review,Shankar R.,Npj Digital Medicine,2026-12-01,1,10.1038/s41746-026-02789-x,2-s2.0-105047242958,Article,
A4_benchmark_variance_ml,"TITLE-ABS-KEY((""benchmark"" OR ""evaluation"") AND (""variance"" OR ""variability"") AND (""machine learning"") AND (""reporting"" OR ""protocol"" OR ""protocols""))",Open challenges and future perspectives on stress-related emotions monitoring via smart wearables: A systematic literature review,Lin H.C.,Social Sciences and Humanities Open,2026-12-01,0,10.1016/j.ssaho.2026.102948,2-s2.0-105041651758,Review,
A4_benchmark_variance_ml,"TITLE-ABS-KEY((""benchmark"" OR ""evaluation"") AND (""variance"" OR ""variability"") AND (""machine learning"") AND (""reporting"" OR ""protocol"" OR ""protocols""))",Leveraging large language models for gastrointestinal injury detection in athletes: a medical image analysis approach,Luo S.,Scientific Reports,2026-12-01,0,10.1038/s41598-026-42779-3,2-s2.0-105046762565,Article,
B1_hyperparameter_instability_ad,"TITLE-ABS-KEY((""hyperparameter"" OR ""model selection"" OR ""hyper-parameter"") AND (""instability"" OR ""stability"" OR ""sensitivity"") AND (""anomaly detection"" OR ""fault diagnosis"" OR ""condition monitoring""))",Hyperparameter optimization of isolation forest using a variable neighborhood search approach for anomaly detection in electric motors,Garcia-Pena C.M.,Eksploatacja I Niezawodnosc,2027-01-01,0,10.17531/ein/220967,2-s2.0-105047520905,Article,
B1_hyperparameter_instability_ad,"TITLE-ABS-KEY((""hyperparameter"" OR ""model selection"" OR ""hyper-parameter"") AND (""instability"" OR ""stability"" OR ""sensitivity"") AND (""anomaly detection"" OR ""fault diagnosis"" OR ""condition monitoring""))",A fully unsupervised concept drift detector via Bayesian networks for machine condition monitoring,Sojo R.,Expert Systems with Applications,2027-01-01,0,10.1016/j.eswa.2026.133634,2-s2.0-105044840361,Article,
B1_hyperparameter_instability_ad,"TITLE-ABS-KEY((""hyperparameter"" OR ""model selection"" OR ""hyper-parameter"") AND (""instability"" OR ""stability"" OR ""sensitivity"") AND (""anomaly detection"" OR ""fault diagnosis"" OR ""condition monitoring""))","28th International Conference on Pattern Recognition, ICPR 2026",,Lecture Notes in Computer Science,2027-01-01,0,,2-s2.0-105047178812,Conference Review,
B1_hyperparameter_instability_ad,"TITLE-ABS-KEY((""hyperparameter"" OR ""model selection"" OR ""hyper-parameter"") AND (""instability"" OR ""stability"" OR ""sensitivity"") AND (""anomaly detection"" OR ""fault diagnosis"" OR ""condition monitoring""))",Anomaly detection in Internet of Things‑based healthcare using an AUC-optimized proximal SVM with clustering-guided differential evolution for hyperparameter tuning,Yuan Z.,Journal of Engineering and Applied Science,2026-12-01,0,10.1186/s44147-026-01114-3,2-s2.0-105044703536,Article,
B1_hyperparameter_instability_ad,"TITLE-ABS-KEY((""hyperparameter"" OR ""model selection"" OR ""hyper-parameter"") AND (""instability"" OR ""stability"" OR ""sensitivity"") AND (""anomaly detection"" OR ""fault diagnosis"" OR ""condition monitoring""))","A robust multi-class bearing fault diagnosis framework using envelope analysis, cepstrum prewhitening and machine learning",Mishra R.,Journal of Engineering and Applied Science,2026-12-01,0,10.1186/s44147-026-01189-y,2-s2.0-105048976309,Article,
B1_hyperparameter_instability_ad,"TITLE-ABS-KEY((""hyperparameter"" OR ""model selection"" OR ""hyper-parameter"") AND (""instability"" OR ""stability"" OR ""sensitivity"") AND (""anomaly detection"" OR ""fault diagnosis"" OR ""condition monitoring""))",A power transformer residual life prediction model based on SSA-CEEMDAN-Transformer-BiGRU,Liu W.,Energy Informatics,2026-12-01,0,10.1186/s42162-026-00634-9,2-s2.0-105030481977,Review,
B1_hyperparameter_instability_ad,"TITLE-ABS-KEY((""hyperparameter"" OR ""model selection"" OR ""hyper-parameter"") AND (""instability"" OR ""stability"" OR ""sensitivity"") AND (""anomaly detection"" OR ""fault diagnosis"" OR ""condition monitoring""))","Intelligent tool wear monitoring using XGBoost, SVR, and DNN models in NMQL environment",Almomani O.,Scientific Reports,2026-12-01,5,10.1038/s41598-026-40968-8,2-s2.0-105034456446,Article,
B1_hyperparameter_instability_ad,"TITLE-ABS-KEY((""hyperparameter"" OR ""model selection"" OR ""hyper-parameter"") AND (""instability"" OR ""stability"" OR ""sensitivity"") AND (""anomaly detection"" OR ""fault diagnosis"" OR ""condition monitoring""))",From self-supervision to optimization for high-fidelity geochemical anomaly mapping: HHO-IDEC on BYOL–UMAP embeddings,Bahrami Y.,Journal of Geochemical Exploration,2026-11-01,1,10.1016/j.gexplo.2026.108152,2-s2.0-105043307909,Article,
B1_hyperparameter_instability_ad,"TITLE-ABS-KEY((""hyperparameter"" OR ""model selection"" OR ""hyper-parameter"") AND (""instability"" OR ""stability"" OR ""sensitivity"") AND (""anomaly detection"" OR ""fault diagnosis"" OR ""condition monitoring""))",Reliable device state detection from RF telemetry using optimized machine learning classifiers,Zhang Y.,Computer Networks,2026-10-01,0,10.1016/j.comnet.2026.112682,2-s2.0-105048990929,Article,
B1_hyperparameter_instability_ad,"TITLE-ABS-KEY((""hyperparameter"" OR ""model selection"" OR ""hyper-parameter"") AND (""instability"" OR ""stability"" OR ""sensitivity"") AND (""anomaly detection"" OR ""fault diagnosis"" OR ""condition monitoring""))",Consistency evaluation of strain-deflection responses for cable-stayed bridges based on ResMDN,Xiao B.,Structures,2026-09-01,0,10.1016/j.istruc.2026.112561,2-s2.0-105043481049,Article,
B1_hyperparameter_instability_ad,"TITLE-ABS-KEY((""hyperparameter"" OR ""model selection"" OR ""hyper-parameter"") AND (""instability"" OR ""stability"" OR ""sensitivity"") AND (""anomaly detection"" OR ""fault diagnosis"" OR ""condition monitoring""))",An explainable and agnostic AutoML-based framework for multi-objective predictive maintenance,Cabello de los Cobos de Toro L.,Array,2026-09-01,0,10.1016/j.array.2026.101117,2-s2.0-105048478761,Article,
B1_hyperparameter_instability_ad,"TITLE-ABS-KEY((""hyperparameter"" OR ""model selection"" OR ""hyper-parameter"") AND (""instability"" OR ""stability"" OR ""sensitivity"") AND (""anomaly detection"" OR ""fault diagnosis"" OR ""condition monitoring""))","Enhanced data driven approaches for online fault diagnosis in discrete event systems: A comparison of LSTM, GRU, and transformers",Wabo Teingua A.P.,Control Engineering Practice,2026-09-01,0,10.1016/j.conengprac.2026.107067,2-s2.0-105041238572,Article,
B1_hyperparameter_instability_ad,"TITLE-ABS-KEY((""hyperparameter"" OR ""model selection"" OR ""hyper-parameter"") AND (""instability"" OR ""stability"" OR ""sensitivity"") AND (""anomaly detection"" OR ""fault diagnosis"" OR ""condition monitoring""))",Multi-Objective Optimized Machine Learning for Early Fault Detection in Water-Cooled Chillers,Thanh N.D.,Journal of Engineering and Sustainable Development,2026-08-31,0,10.31272/jeasd.3917,2-s2.0-105049218601,Article,
B1_hyperparameter_instability_ad,"TITLE-ABS-KEY((""hyperparameter"" OR ""model selection"" OR ""hyper-parameter"") AND (""instability"" OR ""stability"" OR ""sensitivity"") AND (""anomaly detection"" OR ""fault diagnosis"" OR ""condition monitoring""))",Interpretable Smart Meter Anomaly Detection Based on Bayesian-Optimized XGBoost and SHAP,Zhang B.,Information Switzerland,2026-08-01,0,10.3390/info17080810,2-s2.0-105048318953,Article,
B1_hyperparameter_instability_ad,"TITLE-ABS-KEY((""hyperparameter"" OR ""model selection"" OR ""hyper-parameter"") AND (""instability"" OR ""stability"" OR ""sensitivity"") AND (""anomaly detection"" OR ""fault diagnosis"" OR ""condition monitoring""))",A hyperbolic graph learning and structural entropy modeling approach for unknown anomaly detection in cross-domain networks,Yuan X.,Journal of King Saud University Computer and Information Sciences,2026-08-01,0,10.1007/s44443-026-00906-0,2-s2.0-105046507976,Article,
B1_hyperparameter_instability_ad,"TITLE-ABS-KEY((""hyperparameter"" OR ""model selection"" OR ""hyper-parameter"") AND (""instability"" OR ""stability"" OR ""sensitivity"") AND (""anomaly detection"" OR ""fault diagnosis"" OR ""condition monitoring""))",Adaptive Noise-Aware Bearing Fault Diagnosis via FFT Windowing and Wavelet-Based SNR-Guided LSTM Model Selection with Real-Time FPGA Implementation,Hamouda S.,Applied Sciences Switzerland,2026-08-01,0,10.3390/app16168213,2-s2.0-105048484087,Article,
B1_hyperparameter_instability_ad,"TITLE-ABS-KEY((""hyperparameter"" OR ""model selection"" OR ""hyper-parameter"") AND (""instability"" OR ""stability"" OR ""sensitivity"") AND (""anomaly detection"" OR ""fault diagnosis"" OR ""condition monitoring""))",Acoustic signal-based structural defects diagnosis of hydropower runners using enhanced CNN-GRU via GILA algorithm,Li X.,Aip Advances,2026-08-01,0,10.1063/5.0346976,2-s2.0-105046901692,Article,
B1_hyperparameter_instability_ad,"TITLE-ABS-KEY((""hyperparameter"" OR ""model selection"" OR ""hyper-parameter"") AND (""instability"" OR ""stability"" OR ""sensitivity"") AND (""anomaly detection"" OR ""fault diagnosis"" OR ""condition monitoring""))",Robust Unsupervised Acoustic Anomaly Detection for Turbo Molecular Pumps Using ResNet–Convolutional Block Attention Module and Structural Similarity Loss,Lee C.H.,Electronics Switzerland,2026-08-01,0,10.3390/electronics15153363,2-s2.0-105047220019,Article,
B1_hyperparameter_instability_ad,"TITLE-ABS-KEY((""hyperparameter"" OR ""model selection"" OR ""hyper-parameter"") AND (""instability"" OR ""stability"" OR ""sensitivity"") AND (""anomaly detection"" OR ""fault diagnosis"" OR ""condition monitoring""))",Physics-informed clustering and ESD-based outlier detection for wind turbine SCADA data,Ekhlasi A.,International Journal of Electrical Power and Energy Systems,2026-08-01,0,10.1016/j.ijepes.2026.112143,2-s2.0-105048223819,Article,
B1_hyperparameter_instability_ad,"TITLE-ABS-KEY((""hyperparameter"" OR ""model selection"" OR ""hyper-parameter"") AND (""instability"" OR ""stability"" OR ""sensitivity"") AND (""anomaly detection"" OR ""fault diagnosis"" OR ""condition monitoring""))",DACL-IDA: a dynamic alignment and compactness learning framework for imbalanced domain adaptation in bearing fault diagnosis,Peng X.,Measurement Science and Technology,2026-08-01,0,10.1088/1361-6501/ae9432,2-s2.0-105048230469,Article,
B1_hyperparameter_instability_ad,"TITLE-ABS-KEY((""hyperparameter"" OR ""model selection"" OR ""hyper-parameter"") AND (""instability"" OR ""stability"" OR ""sensitivity"") AND (""anomaly detection"" OR ""fault diagnosis"" OR ""condition monitoring""))",A Fault Diagnosis Method Based on MCAG-ResNet for Industrial Processes,Yu F.,Mathematics,2026-07-01,0,10.3390/math14132363,2-s2.0-105045257332,Article,
B1_hyperparameter_instability_ad,"TITLE-ABS-KEY((""hyperparameter"" OR ""model selection"" OR ""hyper-parameter"") AND (""instability"" OR ""stability"" OR ""sensitivity"") AND (""anomaly detection"" OR ""fault diagnosis"" OR ""condition monitoring""))",Temporal Conditional Score Network for Multivariate Time Series Anomaly Detection,Zhou H.,IEEE Internet of Things Journal,2026-07-01,0,10.1109/JIOT.2026.3681780,2-s2.0-105036284739,Article,
B1_hyperparameter_instability_ad,"TITLE-ABS-KEY((""hyperparameter"" OR ""model selection"" OR ""hyper-parameter"") AND (""instability"" OR ""stability"" OR ""sensitivity"") AND (""anomaly detection"" OR ""fault diagnosis"" OR ""condition monitoring""))",Enhanced Ensemble Temporal Convolutional Network With Genetic Algorithm Optimization for Anomaly Detection in CAVs,Eziama E.U.,IEEE Transactions on Intelligent Transportation Systems,2026-07-01,0,10.1109/TITS.2026.3688433,2-s2.0-105038689205,Article,
B1_hyperparameter_instability_ad,"TITLE-ABS-KEY((""hyperparameter"" OR ""model selection"" OR ""hyper-parameter"") AND (""instability"" OR ""stability"" OR ""sensitivity"") AND (""anomaly detection"" OR ""fault diagnosis"" OR ""condition monitoring""))",A Non-Euclidean Method for Open-Circuit Fault Diagnosis in Back-to-Back Converters Leveraging SPD Manifold and Mathematical Morphological Filtering,Liu Z.,IEEE Transactions on Power Electronics,2026-07-01,5,10.1109/TPEL.2026.3658883,2-s2.0-105029020705,Article,
B1_hyperparameter_instability_ad,"TITLE-ABS-KEY((""hyperparameter"" OR ""model selection"" OR ""hyper-parameter"") AND (""instability"" OR ""stability"" OR ""sensitivity"") AND (""anomaly detection"" OR ""fault diagnosis"" OR ""condition monitoring""))","Wind Turbine Blade Fault Diagnosis Integrating Multi-Scale Enhanced Hierarchical Fuzzy Entropy, Isolation Forest and GWO-GRU",Wang M.,Entropy,2026-07-01,1,10.3390/e28070810,2-s2.0-105045905515,Article,
B2_small_sample_anomaly,"TITLE-ABS-KEY((""small sample"" OR ""small-sample"" OR ""limited data"" OR ""few samples"" OR ""data scarcity"") AND (""anomaly detection"" OR ""one-class"" OR ""novelty detection""))",Review on learning-based anomaly detection in power systems,Sreejith A.,Electric Power Systems Research,2027-02-01,0,10.1016/j.epsr.2026.113772,2-s2.0-105044282638,Review,
B2_small_sample_anomaly,"TITLE-ABS-KEY((""small sample"" OR ""small-sample"" OR ""limited data"" OR ""few samples"" OR ""data scarcity"") AND (""anomaly detection"" OR ""one-class"" OR ""novelty detection""))",Multimodal learning for arcing detection in pantograph–catenary systems,Dong H.,Reliability Engineering and System Safety,2027-02-01,0,10.1016/j.ress.2026.113397,2-s2.0-105049709743,Article,
B2_small_sample_anomaly,"TITLE-ABS-KEY((""small sample"" OR ""small-sample"" OR ""limited data"" OR ""few samples"" OR ""data scarcity"") AND (""anomaly detection"" OR ""one-class"" OR ""novelty detection""))",CODA: A Coordinate-Driven Autoencoder for Robust Multivariate Time Series Anomaly Detection,Lotte P.,Lecture Notes in Computer Science,2027-01-01,0,10.1007/978-3-032-34896-8_14,2-s2.0-105048912056,Conference Paper,
B2_small_sample_anomaly,"TITLE-ABS-KEY((""small sample"" OR ""small-sample"" OR ""limited data"" OR ""few samples"" OR ""data scarcity"") AND (""anomaly detection"" OR ""one-class"" OR ""novelty detection""))",DI-AGENT: A domain-knowledge informed large language model framework for unified bearing health management,Hao G.,Reliability Engineering and System Safety,2027-01-01,0,10.1016/j.ress.2026.112932,2-s2.0-105042539933,Article,
B2_small_sample_anomaly,"TITLE-ABS-KEY((""small sample"" OR ""small-sample"" OR ""limited data"" OR ""few samples"" OR ""data scarcity"") AND (""anomaly detection"" OR ""one-class"" OR ""novelty detection""))","19th International Conference on Knowledge Science, Engineering and Management, KSEM 2026",,Lecture Notes in Computer Science,2027-01-01,0,,2-s2.0-105046184002,Conference Review,
B2_small_sample_anomaly,"TITLE-ABS-KEY((""small sample"" OR ""small-sample"" OR ""limited data"" OR ""few samples"" OR ""data scarcity"") AND (""anomaly detection"" OR ""one-class"" OR ""novelty detection""))",LVAD: A realistic data synthesis strategy and coarse-to-fine framework for low-light video anomaly detection,Han L.,Pattern Recognition,2026-12-01,0,10.1016/j.patcog.2026.114222,2-s2.0-105042339797,Article,
B2_small_sample_anomaly,"TITLE-ABS-KEY((""small sample"" OR ""small-sample"" OR ""limited data"" OR ""few samples"" OR ""data scarcity"") AND (""anomaly detection"" OR ""one-class"" OR ""novelty detection""))",Hyperbolic adaptive spatial-aware multivariate time series anomaly detection,Han J.,Nature Communications,2026-12-01,0,10.1038/s41467-026-75881-1,2-s2.0-105048716843,Article,
B2_small_sample_anomaly,"TITLE-ABS-KEY((""small sample"" OR ""small-sample"" OR ""limited data"" OR ""few samples"" OR ""data scarcity"") AND (""anomaly detection"" OR ""one-class"" OR ""novelty detection""))",LoFT-CLIP: Few-shot anomaly detection for railway fasteners based on large vision-language models,Tang B.,Pattern Recognition,2026-12-01,1,10.1016/j.patcog.2026.114099,2-s2.0-105040359521,Article,
B2_small_sample_anomaly,"TITLE-ABS-KEY((""small sample"" OR ""small-sample"" OR ""limited data"" OR ""few samples"" OR ""data scarcity"") AND (""anomaly detection"" OR ""one-class"" OR ""novelty detection""))","Machine learning for water quality management: a systematic review of prediction models, data challenges, and future directions",Said I.,Environmental Sciences Europe,2026-12-01,0,10.1186/s12302-026-01430-8,2-s2.0-105045054782,Review,
B2_small_sample_anomaly,"TITLE-ABS-KEY((""small sample"" OR ""small-sample"" OR ""limited data"" OR ""few samples"" OR ""data scarcity"") AND (""anomaly detection"" OR ""one-class"" OR ""novelty detection""))",GEN-SECHEALTH: an AI-powered generative architecture for self-scalable cybersecurity and flexible data privacy protection in intricate healthcare systems,Mehmood S.,Journal of Big Data,2026-12-01,3,10.1186/s40537-026-01373-0,2-s2.0-105035889603,Article,
B2_small_sample_anomaly,"TITLE-ABS-KEY((""small sample"" OR ""small-sample"" OR ""limited data"" OR ""few samples"" OR ""data scarcity"") AND (""anomaly detection"" OR ""one-class"" OR ""novelty detection""))",A data-scarce decision support architecture for auditing high-rise indirect costs: Decoding estimator volatility via dual-engine XAI (A corporate case study in Thailand),Suksiripattanapong C.,Results in Engineering,2026-12-01,0,10.1016/j.rineng.2026.111711,2-s2.0-105042839115,Article,
B2_small_sample_anomaly,"TITLE-ABS-KEY((""small sample"" OR ""small-sample"" OR ""limited data"" OR ""few samples"" OR ""data scarcity"") AND (""anomaly detection"" OR ""one-class"" OR ""novelty detection""))",Industrial large model-driven online early fault warning: A novel incremental anomaly detection framework with wavelet scattering contrastive transformer,Zhang Z.,Applied Soft Computing,2026-11-01,0,10.1016/j.asoc.2026.115975,2-s2.0-105045170518,Article,
B2_small_sample_anomaly,"TITLE-ABS-KEY((""small sample"" OR ""small-sample"" OR ""limited data"" OR ""few samples"" OR ""data scarcity"") AND (""anomaly detection"" OR ""one-class"" OR ""novelty detection""))",PAST-IoT: Self-supervised IoT intrusion detection via pattern-aware anomaly injection and spectral-temporal dual-tower decomposition,Zhai J.,Expert Systems with Applications,2026-11-01,0,10.1016/j.eswa.2026.132993,2-s2.0-105040654896,Article,
B2_small_sample_anomaly,"TITLE-ABS-KEY((""small sample"" OR ""small-sample"" OR ""limited data"" OR ""few samples"" OR ""data scarcity"") AND (""anomaly detection"" OR ""one-class"" OR ""novelty detection""))",Physics-informed interaction attention enhanced residual network for reliable HVAC fault diagnosis under severe class imbalance,Ji W.,Advanced Engineering Informatics,2026-11-01,0,10.1016/j.aei.2026.105011,2-s2.0-105043514444,Article,
B2_small_sample_anomaly,"TITLE-ABS-KEY((""small sample"" OR ""small-sample"" OR ""limited data"" OR ""few samples"" OR ""data scarcity"") AND (""anomaly detection"" OR ""one-class"" OR ""novelty detection""))",Advancing metallic surface defect detection via anomaly-guided pretraining on a large industrial dataset,Liu C.,Pattern Recognition,2026-11-01,0,10.1016/j.patcog.2026.113788,2-s2.0-105036645758,Article,
B2_small_sample_anomaly,"TITLE-ABS-KEY((""small sample"" OR ""small-sample"" OR ""limited data"" OR ""few samples"" OR ""data scarcity"") AND (""anomaly detection"" OR ""one-class"" OR ""novelty detection""))","Applications, challenges, recommendations, and future directions of additive manufacturing with transfer learning",Liu Q.,Advanced Engineering Informatics,2026-11-01,0,10.1016/j.aei.2026.104962,2-s2.0-105042544779,Review,
B2_small_sample_anomaly,"TITLE-ABS-KEY((""small sample"" OR ""small-sample"" OR ""limited data"" OR ""few samples"" OR ""data scarcity"") AND (""anomaly detection"" OR ""one-class"" OR ""novelty detection""))",CLEAR: A continual learning framework for zero-day and anomaly-based intrusion detection,Nasreen Fathima A.H.,Knowledge Based Systems,2026-10-25,0,10.1016/j.knosys.2026.116878,2-s2.0-105048469770,Article,
B2_small_sample_anomaly,"TITLE-ABS-KEY((""small sample"" OR ""small-sample"" OR ""limited data"" OR ""few samples"" OR ""data scarcity"") AND (""anomaly detection"" OR ""one-class"" OR ""novelty detection""))",Industrial image anomaly detection via diffusion synthesis and feature mining,Bu Y.,Zhejiang Daxue Xuebao Gongxue Ban Journal of Zhejiang University Engineering Science,2026-10-01,0,10.3785/j.issn.1008-973X.2026.10.011,2-s2.0-105047154088,Article,
B2_small_sample_anomaly,"TITLE-ABS-KEY((""small sample"" OR ""small-sample"" OR ""limited data"" OR ""few samples"" OR ""data scarcity"") AND (""anomaly detection"" OR ""one-class"" OR ""novelty detection""))",Data-efficient memory-augmented autoencoder for real-time daily anomaly detection in bridge health monitoring,Mehrabadi F.A.,Engineering Structures,2026-10-01,0,10.1016/j.engstruct.2026.123172,2-s2.0-105041455051,Article,
B2_small_sample_anomaly,"TITLE-ABS-KEY((""small sample"" OR ""small-sample"" OR ""limited data"" OR ""few samples"" OR ""data scarcity"") AND (""anomaly detection"" OR ""one-class"" OR ""novelty detection""))",A semi-supervised multi-stage pipeline for low-resource industrial condition monitoring by injecting domain knowledge via cross-modal multimodal large language model fine-tuning,Meng A.,Engineering Applications of Artificial Intelligence,2026-10-01,1,10.1016/j.engappai.2026.115250,2-s2.0-105041037652,Article,
B2_small_sample_anomaly,"TITLE-ABS-KEY((""small sample"" OR ""small-sample"" OR ""limited data"" OR ""few samples"" OR ""data scarcity"") AND (""anomaly detection"" OR ""one-class"" OR ""novelty detection""))",From data to sustainable clean water: AI/ML contributions to the UN Sustainable Development goals,Biglarijoo N.,Physics and Chemistry of the Earth,2026-10-01,3,10.1016/j.pce.2026.104427,2-s2.0-105036100134,Article,
B2_small_sample_anomaly,"TITLE-ABS-KEY((""small sample"" OR ""small-sample"" OR ""limited data"" OR ""few samples"" OR ""data scarcity"") AND (""anomaly detection"" OR ""one-class"" OR ""novelty detection""))",Can we really trust generative models in healthcare? A systematic review of uncertainty quantification in generative AI for medical imaging,Shahini A.,Computer Methods and Programs in Biomedicine,2026-10-01,0,10.1016/j.cmpb.2026.109560,2-s2.0-105045392993,Review,
B2_small_sample_anomaly,"TITLE-ABS-KEY((""small sample"" OR ""small-sample"" OR ""limited data"" OR ""few samples"" OR ""data scarcity"") AND (""anomaly detection"" OR ""one-class"" OR ""novelty detection""))",Research on multimodal techniques for arc detection in railway systems with limited data,Yan J.,Structural Health Monitoring,2026-09-01,110,10.1177/14759217251336797,2-s2.0-105007043577,Article,
B2_small_sample_anomaly,"TITLE-ABS-KEY((""small sample"" OR ""small-sample"" OR ""limited data"" OR ""few samples"" OR ""data scarcity"") AND (""anomaly detection"" OR ""one-class"" OR ""novelty detection""))",Research on industrial anomaly detection of PCB based on multi-layer fusion PatchCore,Bao W.,Signal Image and Video Processing,2026-09-01,0,10.1007/s11760-026-05623-9,2-s2.0-105048064262,Article,
B2_small_sample_anomaly,"TITLE-ABS-KEY((""small sample"" OR ""small-sample"" OR ""limited data"" OR ""few samples"" OR ""data scarcity"") AND (""anomaly detection"" OR ""one-class"" OR ""novelty detection""))",Identification Method of Transformer Bias Anomaly Based on Multi Information Interaction,Liu C.,Journal of Electrical Engineering and Technology,2026-09-01,0,10.1007/s42835-026-02704-0,2-s2.0-105033392803,Article,
B3_small_sample_bearing,"TITLE-ABS-KEY((""small sample"" OR ""small-sample"" OR ""limited data"") AND (""bearing"" OR ""gearbox"") AND (""diagnosis"" OR ""detection""))",Robust compound bearing fault decoupling via frequency-aware continuous latent dynamics in noisy small-sample scenarios,Luo H.,Expert Systems with Applications,2027-01-15,0,10.1016/j.eswa.2026.134121,2-s2.0-105048239435,Article,
B3_small_sample_bearing,"TITLE-ABS-KEY((""small sample"" OR ""small-sample"" OR ""limited data"") AND (""bearing"" OR ""gearbox"") AND (""diagnosis"" OR ""detection""))",DiagLoRA-VLLM: A Physics-Constrained Multimodal Large Language Model with Low-Rank Adaptation for Small-Sample Rolling Bearing Fault Diagnosis,Guo Z.,Lecture Notes in Computer Science,2027-01-01,0,10.1007/978-981-92-3438-7_6,2-s2.0-105046160127,Conference Paper,
B3_small_sample_bearing,"TITLE-ABS-KEY((""small sample"" OR ""small-sample"" OR ""limited data"") AND (""bearing"" OR ""gearbox"") AND (""diagnosis"" OR ""detection""))",DI-AGENT: A domain-knowledge informed large language model framework for unified bearing health management,Hao G.,Reliability Engineering and System Safety,2027-01-01,0,10.1016/j.ress.2026.112932,2-s2.0-105042539933,Article,
B3_small_sample_bearing,"TITLE-ABS-KEY((""small sample"" OR ""small-sample"" OR ""limited data"") AND (""bearing"" OR ""gearbox"") AND (""diagnosis"" OR ""detection""))",A physics-guided deformable convolution with cross-scale kernel transfer for interpretable few-shot fault diagnosis of cylindrical roller bearings,Shi J.,Applied Acoustics,2026-12-05,0,10.1016/j.apacoust.2026.111455,2-s2.0-105043050461,Article,
